Annual Income ($),Spending Score (1-100),Cluster,Segment
0.4008390621874572,0.48,1,Mid-Market Moderates
0.9767126027772222,0.54,3,Affluent Moderates
0.6293861265225767,0.19,2,High-Income Savers
0.4200890648193963,0.3,5,Budget-Conscious
0.9515723204227948,0.66,3,Affluent Moderates
0.4744965100487435,0.5,1,Mid-Market Moderates
0.9710855169654794,0.84,6,Premium Customers
0.3478844473454262,0.75,7,High-Engagement Budget
0.3160643035362733,0.8300000000000001,7,High-Engagement Budget
0.2765799530462063,0.23,5,Budget-Conscious
0.2654521144998789,0.23,5,Budget-Conscious
0.9381704864876246,0.45,3,Affluent Moderates
0.8481686967690315,0.98,6,Premium Customers
0.4630949498352406,0.38,1,Mid-Market Moderates
0.943023782201775,0.91,6,Premium Customers
0.8603387832019118,0.32,2,High-Income Savers
0.5693358038468421,0.18,5,Budget-Conscious
0.386468674660743,0.14,5,Budget-Conscious
0.7286523418994177,0.78,6,Premium Customers
0.2865181551159632,0.93,7,High-Engagement Budget
0.8866318548854053,0.81,6,Premium Customers
0.3754303220440692,0.54,1,Mid-Market Moderates
0.6450777474812343,0.14,2,High-Income Savers
0.7444597681788034,0.32,2,High-Income Savers
0.7485971764557255,0.32,2,High-Income Savers
0.3294661374714434,0.43,0,Budget Moderates
0.9081400612715425,0.8300000000000001,6,Premium Customers
0.8295240401318075,0.76,6,Premium Customers
0.7543821786139155,0.5700000000000001,3,Affluent Moderates
0.6307863181277438,0.38,1,Mid-Market Moderates
0.372698369250529,0.35,0,Budget Moderates
0.7317211828987125,0.47,3,Affluent Moderates
0.6667701896048933,0.53,1,Mid-Market Moderates
0.6459936622906293,0.1,2,High-Income Savers
0.4200574815501068,0.47,1,Mid-Market Moderates
0.5272037226146735,0.05,5,Budget-Conscious
0.5834798446103151,0.49,1,Mid-Market Moderates
0.562398012359586,0.6900000000000001,4,Active Spenders
0.6168265131017928,0.66,1,Mid-Market Moderates
0.4574204891195637,0.76,4,Active Spenders
0.7540031793824418,0.81,6,Premium Customers
0.768673607967406,0.33,2,High-Income Savers
0.8700506385084275,0.65,3,Affluent Moderates
0.6973901691810458,0.09,2,High-Income Savers
0.5075641929948308,0.74,4,Active Spenders
0.7973091054565361,0.41,3,Affluent Moderates
0.4030077800120016,0.79,7,High-Engagement Budget
0.6596481623801151,0.81,4,Active Spenders
0.5757261519997473,0.22,5,Budget-Conscious
0.710844641898365,0.12,2,High-Income Savers
0.3146956952003958,0.81,7,High-Engagement Budget
0.7405592344215524,0.63,3,Affluent Moderates
0.9629054502195036,0.55,3,Affluent Moderates
0.9239895985766472,0.44,3,Affluent Moderates
0.8998968279869877,0.06,2,High-Income Savers
0.4274111194163412,0.76,7,High-Engagement Budget
0.5521176582058597,0.08,5,Budget-Conscious
0.9729647214882036,0.18,2,High-Income Savers
0.7347742322633624,0.66,3,Affluent Moderates
0.6661069409498142,0.45,1,Mid-Market Moderates
0.9330750523755882,0.45,3,Affluent Moderates
0.8254971732973986,0.42,3,Affluent Moderates
0.96434775285039,0.52,3,Affluent Moderates
0.4470348574015391,0.46,1,Mid-Market Moderates
0.3669923252655626,0.47,0,Budget Moderates
0.3229652478760251,0.13,5,Budget-Conscious
0.8212386958215334,0.49,3,Affluent Moderates
0.9690168128270183,0.21,2,High-Income Savers
0.8336509206522997,0.98,6,Premium Customers
0.7145293566488046,0.67,6,Premium Customers
0.766968111425774,0.8200000000000001,6,Premium Customers
0.8280448903534168,0.23,2,High-Income Savers
0.463558171118153,0.73,4,Active Spenders
0.880257298367145,0.59,3,Affluent Moderates
0.8096950108962279,0.08,2,High-Income Savers
0.8983808310610926,0.78,6,Premium Customers
0.4924621263962437,0.13,5,Budget-Conscious
0.5366050091065093,0.18,5,Budget-Conscious
0.4147672839441186,0.44,1,Mid-Market Moderates
0.2941191952582985,0.94,7,High-Engagement Budget
0.9344068135639614,0.81,6,Premium Customers
0.5308621179740385,0.8300000000000001,4,Active Spenders
0.7531662227462705,0.63,3,Affluent Moderates
0.449782601829724,0.04,5,Budget-Conscious
0.6012033225599293,0.33,1,Mid-Market Moderates
0.8481160579868824,0.6900000000000001,6,Premium Customers
0.9826713129165044,0.86,6,Premium Customers
0.5542969037868339,0.75,4,Active Spenders
0.7022013538694768,0.47,3,Affluent Moderates
0.2970511754240054,0.23,5,Budget-Conscious
0.7183456683546169,0.72,6,Premium Customers
0.9998473475317676,0.2,2,High-Income Savers
0.8630970553865266,0.48,3,Affluent Moderates
0.2745217766641751,0.17,5,Budget-Conscious
0.7670523334772127,0.62,3,Affluent Moderates
0.9897880762630676,0.61,3,Affluent Moderates
0.673307926347816,0.03,2,High-Income Savers
0.91651489151147,0.31,2,High-Income Savers
0.760572499394654,0.1,2,High-Income Savers
0.4076347289629107,0.47,1,Mid-Market Moderates
0.453319927990146,0.44,1,Mid-Market Moderates
0.5266825986713971,0.49,1,Mid-Market Moderates
0.3510269826397296,0.5,0,Budget Moderates
0.3931906471411877,0.41,1,Mid-Market Moderates
0.3455262299051449,0.5,0,Budget Moderates
0.3222967353427311,0.81,7,High-Engagement Budget
0.7291997852337688,0.87,6,Premium Customers
0.8022413593439102,0.04,2,High-Income Savers
0.8304136355501279,0.84,6,Premium Customers
0.8757040437112447,0.59,3,Affluent Moderates
0.3538747407539979,0.3,5,Budget-Conscious
0.8483055576026193,0.88,6,Premium Customers
0.8982650257403645,0.7000000000000001,6,Premium Customers
0.8508848579279269,0.36,3,Affluent Moderates
0.5159442871129734,0.18,5,Budget-Conscious
0.2659627106867255,0.19,5,Budget-Conscious
0.9222735742785856,0.43,3,Affluent Moderates
0.5143914430395738,0.48,1,Mid-Market Moderates
0.7475391369345279,0.81,6,Premium Customers
0.8776832619200522,0.76,6,Premium Customers
0.3297872340425531,0.13,5,Budget-Conscious
0.9451082779748808,0.04,2,High-Income Savers
0.2730163074947098,0.81,7,High-Engagement Budget
0.4542568983124006,0.42,1,Mid-Market Moderates
0.3423152641940476,0.23,5,Budget-Conscious
0.3652236621853517,0.25,5,Budget-Conscious
0.372329897775485,0.63,7,High-Engagement Budget
0.9890721888258392,0.89,6,Premium Customers
0.6106151368081948,0.55,1,Mid-Market Moderates
0.4581679598260814,0.04,5,Budget-Conscious
0.9525303462579088,0.74,6,Premium Customers
0.6080674197521766,0.8200000000000001,4,Active Spenders
0.4052080811058355,0.46,1,Mid-Market Moderates
0.267394485561182,0.56,0,Budget Moderates
0.7703685767526082,0.43,3,Affluent Moderates
0.4269636897680735,0.61,1,Mid-Market Moderates
0.4242949035131123,0.2,5,Budget-Conscious
0.905118595176182,0.11,2,High-Income Savers
0.836988219440555,0.26,2,High-Income Savers
0.9336435512227989,0.96,6,Premium Customers
0.9877298998810364,0.03,2,High-Income Savers
0.4939675955657089,0.25,5,Budget-Conscious
0.6898891427247938,0.92,4,Active Spenders
0.7692105235453273,0.2,2,High-Income Savers
0.4446450566919683,0.79,7,High-Engagement Budget
0.7605514438817943,0.15,2,High-Income Savers
0.8350511122574668,0.78,6,Premium Customers
0.5089801762346426,0.28,5,Budget-Conscious
0.6817090759788181,0.93,4,Active Spenders
0.6027666943897586,0.39,1,Mid-Market Moderates
0.5758472211986904,0.17,5,Budget-Conscious
0.7844810342467916,0.96,6,Premium Customers
0.3487635150073168,0.13,5,Budget-Conscious
0.6226378346510575,0.6900000000000001,4,Active Spenders
0.6775821954583259,0.58,1,Mid-Market Moderates
0.9384705275458748,0.91,6,Premium Customers
0.758924905513386,0.74,6,Premium Customers
0.4341330918967858,0.31,5,Budget-Conscious
0.8370092749534146,0.84,6,Premium Customers
0.4009180203606809,0.8300000000000001,7,High-Engagement Budget
0.4099139882299683,0.49,1,Mid-Market Moderates
0.281048985650668,0.89,7,High-Engagement Budget
0.8890585027424805,0.41,3,Affluent Moderates
0.6786033878320191,0.07,2,High-Income Savers
0.9741701495994188,0.49,3,Affluent Moderates
0.695795214081927,0.76,4,Active Spenders
0.4319538463158116,0.46,1,Mid-Market Moderates
0.7033278238074684,0.58,3,Affluent Moderates
0.4992472654152673,0.64,1,Mid-Market Moderates
0.4025498226073041,0.05,5,Budget-Conscious
0.4982523924326487,0.09,5,Budget-Conscious
0.3207438912693315,0.3,0,Budget Moderates
0.4171991956794087,0.8200000000000001,7,High-Engagement Budget
0.661548422415699,0.36,1,Mid-Market Moderates
0.6736237590407108,0.56,1,Mid-Market Moderates
0.4005969237895712,0.62,1,Mid-Market Moderates
0.6039826502574036,0.96,4,Active Spenders
0.8316611746870624,0.92,6,Premium Customers
0.4936780822638887,0.44,1,Mid-Market Moderates
0.3957278364407761,0.41,1,Mid-Market Moderates
0.9225841430932652,0.81,6,Premium Customers
0.5225083432469706,1.0,4,Active Spenders
0.2768273553223072,0.03,5,Budget-Conscious
0.8999073557434175,0.75,6,Premium Customers
0.7110236137576721,0.6,3,Affluent Moderates
0.8796572162506447,0.34,3,Affluent Moderates
0.9719172097234358,0.12,2,High-Income Savers
0.9073294240264456,0.8,6,Premium Customers
0.6540684514723067,0.67,4,Active Spenders
0.4736016507522081,0.92,4,Active Spenders
0.3568856790929285,0.42,0,Budget Moderates
0.9268320928127006,0.7000000000000001,6,Premium Customers
0.8817890869276848,0.27,2,High-Income Savers
0.4101298072367798,0.11,5,Budget-Conscious
0.303225704570099,0.81,7,High-Engagement Budget
0.4546148420310147,0.7000000000000001,7,High-Engagement Budget
0.4941886784507353,0.39,1,Mid-Market Moderates
0.6900470590712413,0.62,3,Affluent Moderates
0.4591259856611957,0.14,5,Budget-Conscious
0.616273805889227,0.45,1,Mid-Market Moderates
0.7944508195858381,0.01,2,High-Income Savers
0.7863128638655815,1.0,6,Premium Customers
0.7298051312284839,0.94,6,Premium Customers
0.7816490677671681,0.42,3,Affluent Moderates
0.4456294019181572,0.66,1,Mid-Market Moderates
0.5875435585922284,0.99,4,Active Spenders
0.5724941307757904,0.6,1,Mid-Market Moderates
0.9801499152515608,0.73,6,Premium Customers
0.7751481781717497,0.59,3,Affluent Moderates
0.7000063166538578,0.67,4,Active Spenders
0.7848021308179014,0.39,3,Affluent Moderates
0.862460126122522,0.84,6,Premium Customers
0.6199637845178814,0.67,4,Active Spenders
0.6926421510311938,0.18,2,High-Income Savers
0.6522155663406571,0.91,4,Active Spenders
0.4727015275774579,0.88,4,Active Spenders
0.913103898428206,0.5700000000000001,3,Affluent Moderates
0.2931453777885395,0.04,5,Budget-Conscious
0.5499015654773811,0.72,4,Active Spenders
0.5285933864634108,0.19,5,Budget-Conscious
0.3313663975070273,0.47,0,Budget Moderates
0.6240538178908692,0.01,2,High-Income Savers
0.7404855401265436,0.49,3,Affluent Moderates
0.397743901797088,0.87,7,High-Engagement Budget
0.7754008443260656,0.5,3,Affluent Moderates
0.5888753197806015,0.3,1,Mid-Market Moderates
0.594207628412309,0.43,1,Mid-Market Moderates
0.6383347194879299,0.58,1,Mid-Market Moderates
0.7975775632454967,0.93,6,Premium Customers
0.5550654300062113,0.4,1,Mid-Market Moderates
0.4845294619263688,0.91,4,Active Spenders
0.5262825439270636,0.94,4,Active Spenders
0.4421815616873887,0.68,7,High-Engagement Budget
0.5837061913735564,0.95,4,Active Spenders
0.4341541474096455,0.95,4,Active Spenders
0.7352848284502089,0.2,2,High-Income Savers
0.9599945255666564,0.62,3,Affluent Moderates
0.6283280870013791,0.94,4,Active Spenders
0.2831334814237737,0.5700000000000001,0,Budget Moderates
0.4755440218135113,0.92,4,Active Spenders
0.622969458978597,0.94,4,Active Spenders
0.7234042553191489,0.87,6,Premium Customers
0.5631402191878888,0.53,1,Mid-Market Moderates
0.5186604482718687,0.52,1,Mid-Market Moderates
0.6360080853169381,0.24,2,High-Income Savers
0.3053365197342794,0.8300000000000001,7,High-Engagement Budget
0.5629244001810774,0.73,4,Active Spenders
0.6831566424879194,0.31,2,High-Income Savers
0.6396296335287986,0.9,4,Active Spenders
0.420715466326971,0.3,5,Budget-Conscious
0.5900228452314527,0.74,4,Active Spenders
0.7298682977670629,0.27,2,High-Income Savers
0.7727057386800299,0.9,6,Premium Customers
0.3949645740996136,0.3,5,Budget-Conscious
0.7894185520123806,0.78,6,Premium Customers
0.6572057228883952,0.39,1,Mid-Market Moderates
0.8150431111625801,0.42,3,Affluent Moderates
0.7668312505921863,0.55,3,Affluent Moderates
0.7230147283312452,0.89,6,Premium Customers
0.7193615968500953,0.48,3,Affluent Moderates
0.3333824628633391,0.99,7,High-Engagement Budget
0.3310610925705622,0.29,5,Budget-Conscious
0.8607177824333856,0.89,6,Premium Customers
0.7681788034152042,0.4,3,Affluent Moderates
0.6275753524166464,0.58,1,Mid-Market Moderates
0.6710339309589733,0.18,2,High-Income Savers
0.7166559634476296,0.98,6,Premium Customers
0.40006000821165,0.46,1,Mid-Market Moderates
0.4468243022729426,0.24,5,Budget-Conscious
0.4359122827334266,0.01,5,Budget-Conscious
0.2698263972964721,0.43,0,Budget Moderates
0.8399675745101961,0.42,3,Affluent Moderates
0.6852832492867444,0.88,4,Active Spenders
0.9314643056418246,0.5700000000000001,3,Affluent Moderates
0.4522092496867992,0.99,4,Active Spenders
0.3991651489151147,0.05,5,Budget-Conscious
0.6476938949540463,0.56,1,Mid-Market Moderates
0.8485950709044395,0.1,2,High-Income Savers
0.4300693779148725,0.27,5,Budget-Conscious
0.9108772779432974,0.03,2,High-Income Savers
0.6652489288007832,0.9,4,Active Spenders
0.6748555065430006,0.27,2,High-Income Savers
0.9546306336656596,0.73,6,Premium Customers
0.5154968574647056,0.7000000000000001,4,Active Spenders
0.7708002147662312,0.25,2,High-Income Savers
0.6618326718393043,0.41,1,Mid-Market Moderates
0.6985219029972523,0.7000000000000001,4,Active Spenders
0.6111099413603966,0.08,2,High-Income Savers
0.7146925368734669,0.42,3,Affluent Moderates
0.7180824744438712,0.45,3,Affluent Moderates
0.4252318738353669,0.8200000000000001,7,High-Engagement Budget
0.9610788844789286,0.6,3,Affluent Moderates
0.7557192036805036,0.48,3,Affluent Moderates
0.4522092496867992,0.85,4,Active Spenders
0.7359217577142135,0.99,6,Premium Customers
0.4067346057881604,0.24,5,Budget-Conscious
0.5578026466779664,0.65,1,Mid-Market Moderates
0.6614589364860455,0.19,2,High-Income Savers
0.5181972269889563,0.76,4,Active Spenders
0.9448819312116394,0.09,2,High-Income Savers
0.3188594228683925,0.14,5,Budget-Conscious
0.3983966226957373,0.19,5,Budget-Conscious
0.4493983387200354,0.45,1,Mid-Market Moderates
0.6771558213229179,0.19,2,High-Income Savers
0.9595628875530336,0.78,6,Premium Customers
0.6564161411561582,0.94,4,Active Spenders
0.6728973438470527,0.02,2,High-Income Savers
0.9415288407887394,0.97,6,Premium Customers
0.966674387021382,0.51,3,Affluent Moderates
0.5964289850190025,0.04,5,Budget-Conscious
0.4422078810784633,0.77,7,High-Engagement Budget
0.4514196679545622,0.35,1,Mid-Market Moderates
0.3322981039510669,0.45,0,Budget Moderates
0.3693873898533483,0.06,5,Budget-Conscious
0.8955593923378988,0.42,3,Affluent Moderates
0.8736879783549327,0.42,3,Affluent Moderates
0.7881446934843716,0.78,6,Premium Customers
0.7740638192594775,0.86,6,Premium Customers
0.5968658869108404,0.79,4,Active Spenders
0.5879225578237022,0.73,4,Active Spenders
0.9729226104624844,0.6,3,Affluent Moderates
0.4819027866971269,0.23,5,Budget-Conscious
0.4981155315990609,0.17,5,Budget-Conscious
0.8820049059344963,0.99,6,Premium Customers
0.6273963805573394,0.5700000000000001,1,Mid-Market Moderates
0.5064219314221946,0.67,1,Mid-Market Moderates
0.4492141029825133,0.06,5,Budget-Conscious
0.5892490551338604,0.07,5,Budget-Conscious
0.826444671376083,0.45,3,Affluent Moderates
0.6165212081653278,0.23,2,High-Income Savers
0.909319169991683,0.76,6,Premium Customers
0.8283133481423773,0.52,3,Affluent Moderates
0.8246128417572931,0.2,2,High-Income Savers
0.8740301304389021,0.93,6,Premium Customers
0.3567224988682662,0.15,5,Budget-Conscious
0.9019813237600934,0.34,3,Affluent Moderates
0.615721098676661,0.76,4,Active Spenders
0.5149230947392801,0.38,1,Mid-Market Moderates
0.616942318422521,0.8300000000000001,4,Active Spenders
0.4670112752271363,1.0,4,Active Spenders
0.9118774148041312,0.18,2,High-Income Savers
0.7340320254350595,0.36,3,Affluent Moderates
0.9436501837093496,0.93,6,Premium Customers
0.7172244622948403,0.9,6,Premium Customers
0.9190415530546284,0.56,3,Affluent Moderates
0.5286460252455599,0.19,5,Budget-Conscious
0.38482634465769,0.48,1,Mid-Market Moderates
0.517670839167465,0.25,5,Budget-Conscious
0.860691463042311,0.21,2,High-Income Savers
0.6116837040858223,0.16,2,High-Income Savers
0.5045585185341152,0.53,1,Mid-Market Moderates
0.8233284554728542,0.7000000000000001,6,Premium Customers
0.3836788192068388,0.36,0,Budget Moderates
0.561608430627349,0.79,4,Active Spenders
0.7623780096223693,0.42,3,Affluent Moderates
0.6963952961984271,0.53,3,Affluent Moderates
0.8966753345194606,0.03,2,High-Income Savers
0.8284449450977502,0.13,2,High-Income Savers
0.7936980850011054,0.18,2,High-Income Savers
0.7579300325307673,0.87,6,Premium Customers
0.682509185467485,0.59,1,Mid-Market Moderates
0.5517912977565351,0.36,1,Mid-Market Moderates
0.9552412435385894,0.59,3,Affluent Moderates
0.8029888300504279,0.56,3,Affluent Moderates
0.4492562140082327,0.09,5,Budget-Conscious
0.6465516333814101,0.32,1,Mid-Market Moderates
0.5674144882983987,0.17,5,Budget-Conscious
0.8030888437365112,0.11,2,High-Income Savers
0.4827765904808026,0.99,4,Active Spenders
0.5222925242401592,0.48,1,Mid-Market Moderates
0.3699453609441291,0.99,7,High-Engagement Budget
0.3686293913904008,0.86,7,High-Engagement Budget
0.537352479813027,0.24,5,Budget-Conscious
0.8746617958246917,0.87,6,Premium Customers
0.9626106730394686,0.27,2,High-Income Savers
0.9872140398159748,0.61,3,Affluent Moderates
0.9628159642898502,0.86,6,Premium Customers
0.918704664848874,0.3,2,High-Income Savers
0.6076515733731984,0.37,1,Mid-Market Moderates
0.4946150525861433,0.8,4,Active Spenders
0.9492930611557372,0.75,6,Premium Customers
0.5649352016591744,0.01,5,Budget-Conscious
0.6286912945982082,0.55,1,Mid-Market Moderates
0.3597387010854116,0.22,5,Budget-Conscious
0.5019897459652374,0.6,1,Mid-Market Moderates
0.6900575868276712,0.79,4,Active Spenders
0.5296566898628233,0.03,5,Budget-Conscious
0.6133523534799499,0.47,1,Mid-Market Moderates
0.7175508227441649,0.88,6,Premium Customers
0.905592344215524,0.51,3,Affluent Moderates
0.3729141882573404,0.22,5,Budget-Conscious
0.5314622000905387,0.96,4,Active Spenders
0.6739711750028952,0.39,1,Mid-Market Moderates
0.5110225609820291,0.75,4,Active Spenders
0.4855769736911366,0.47,1,Mid-Market Moderates
0.683851474412288,0.92,4,Active Spenders
0.494878246496889,0.53,1,Mid-Market Moderates
0.7309631844357649,0.93,6,Premium Customers
0.8911693179066609,0.46,3,Affluent Moderates
0.6269121037615674,0.4,1,Mid-Market Moderates
0.3587912030067272,0.23,5,Budget-Conscious
0.9533304557465758,0.32,3,Affluent Moderates
0.4619790076536789,0.59,1,Mid-Market Moderates
0.5397738637918873,0.54,1,Mid-Market Moderates
0.7338741090886121,0.13,2,High-Income Savers
0.4305957657363639,0.29,5,Budget-Conscious
0.5410635139545411,0.51,1,Mid-Market Moderates
0.8589543832313895,0.19,2,High-Income Savers
0.3754092665312095,0.22,5,Budget-Conscious
0.335219556360344,0.34,0,Budget Moderates
0.9984997947087496,0.37,3,Affluent Moderates
0.6401402297156453,0.36,1,Mid-Market Moderates
0.793171697179614,0.25,2,High-Income Savers
0.6556160316674913,0.46,1,Mid-Market Moderates
0.7836598692452651,0.99,6,Premium Customers
0.5638508427469022,0.44,1,Mid-Market Moderates
0.5749365702675102,0.43,1,Mid-Market Moderates
0.6363976123048417,0.07,2,High-Income Savers
0.5366418562540137,0.31,1,Mid-Market Moderates
0.753624180150968,0.58,3,Affluent Moderates
0.882326002505606,0.04,2,High-Income Savers
0.9569467400802216,0.59,3,Affluent Moderates
0.9814237737795698,0.41,3,Affluent Moderates
0.5379946729552465,0.24,5,Budget-Conscious
0.27543769147357,0.6900000000000001,7,High-Engagement Budget
0.4368597808121111,0.05,5,Budget-Conscious
0.7659995578342299,0.55,3,Affluent Moderates
0.5517597144872456,0.96,4,Active Spenders
0.3633391937844126,0.79,7,High-Engagement Budget
0.8684135723835893,0.89,6,Premium Customers
0.9400023161064144,0.51,3,Affluent Moderates
0.3811837409329697,0.52,1,Mid-Market Moderates
0.5903228862897028,0.24,5,Budget-Conscious
0.7623674818659395,0.43,3,Affluent Moderates
0.2719372124606525,0.79,7,High-Engagement Budget
0.8048996178424416,0.9,6,Premium Customers
0.6030088327876446,0.64,1,Mid-Market Moderates
0.7551296493204332,0.62,3,Affluent Moderates
0.911156263488688,0.92,6,Premium Customers
0.6378346510575131,0.97,4,Active Spenders
0.2973670081169002,0.15,5,Budget-Conscious
0.8233863581332181,0.39,3,Affluent Moderates
0.6941107730531546,0.94,4,Active Spenders
0.6216429616684388,0.36,1,Mid-Market Moderates
0.7879236105993451,0.3,2,High-Income Savers
0.472512027961721,0.28,5,Budget-Conscious
0.9353964226683652,0.49,3,Affluent Moderates
0.3407729478770779,0.67,7,High-Engagement Budget
0.4881404823817996,0.28,5,Budget-Conscious
0.7731426405718677,0.47,3,Affluent Moderates
0.3312821754555886,0.6,0,Budget Moderates
0.3536168107214671,0.17,5,Budget-Conscious
0.6093149588891111,0.35,1,Mid-Market Moderates
0.9815553707349426,0.21,2,High-Income Savers
0.5313306031351659,0.34,1,Mid-Market Moderates
0.4535989135355364,0.55,1,Mid-Market Moderates
0.9697221725078168,0.17,2,High-Income Savers
0.376593639129565,0.01,5,Budget-Conscious
0.9203154115826376,0.63,3,Affluent Moderates
0.6880204659584995,0.72,4,Active Spenders
0.3916693863370777,1.0,7,High-Engagement Budget
0.6845936812405908,0.46,1,Mid-Market Moderates
0.4669428448103424,0.81,4,Active Spenders
0.8567593460157705,0.52,3,Affluent Moderates
0.8149588891111414,0.77,6,Premium Customers
0.3013465000473749,0.66,7,High-Engagement Budget
0.5258719614263004,0.54,1,Mid-Market Moderates
0.8722825228715508,0.5,3,Affluent Moderates
0.5129912514344068,0.55,1,Mid-Market Moderates
0.4940991925210818,0.43,1,Mid-Market Moderates
0.7438228389147988,0.17,2,High-Income Savers
0.9054449556255066,0.09,2,High-Income Savers
0.3586701338077842,0.18,5,Budget-Conscious
0.6487519344752439,1.0,4,Active Spenders
0.6537420910229821,0.32,2,High-Income Savers
0.9932727636413404,0.87,6,Premium Customers
0.480134123616916,0.84,4,Active Spenders
0.8772253045153547,0.99,6,Premium Customers
0.2775485066377504,0.6,0,Budget Moderates
0.6657174139619105,0.86,4,Active Spenders
0.7304946992746375,0.17,2,High-Income Savers
0.3626864728857633,0.7000000000000001,7,High-Engagement Budget
0.6244064977312684,0.07,2,High-Income Savers
0.5751471253961068,0.77,4,Active Spenders
0.7896448987756219,0.8300000000000001,6,Premium Customers
0.704570099066188,0.85,4,Active Spenders
0.4297430174655479,0.95,4,Active Spenders
0.7012222725215029,0.01,2,High-Income Savers
0.9828871319233158,0.42,3,Affluent Moderates
0.4848031835935443,0.23,5,Budget-Conscious
0.3394359228104898,0.1,5,Budget-Conscious
0.3633339299061977,0.03,5,Budget-Conscious
0.9011443671239222,0.55,3,Affluent Moderates
0.964774126985798,0.34,3,Affluent Moderates
0.5269089454346384,0.74,4,Active Spenders
0.865565814269321,0.26,2,High-Income Savers
0.9075294513986124,0.6,3,Affluent Moderates
0.4462768589385916,0.14,5,Budget-Conscious
0.979765652141872,0.61,3,Affluent Moderates
0.2988935327992251,0.1,5,Budget-Conscious
0.7222356743554381,0.04,2,High-Income Savers
0.7735269036815564,0.92,6,Premium Customers
0.917362375904071,0.04,2,High-Income Savers
0.5143072209881352,0.41,1,Mid-Market Moderates
0.9947887605672356,0.6900000000000001,6,Premium Customers
0.6276543105898702,0.55,1,Mid-Market Moderates
0.4628159642898501,0.19,5,Budget-Conscious
0.6767926137260888,0.97,4,Active Spenders
0.6968006148209754,0.96,4,Active Spenders
0.7114868350405845,0.75,6,Premium Customers
0.8695610978344405,0.1,2,High-Income Savers
0.6635644877720109,0.92,4,Active Spenders
0.4704117405539705,0.55,1,Mid-Market Moderates
0.500973817469759,0.77,4,Active Spenders
0.5052007116763346,0.49,1,Mid-Market Moderates
0.8715561076778927,0.59,3,Affluent Moderates
0.95216713866108,0.59,3,Affluent Moderates
0.7512606988324718,0.86,6,Premium Customers
0.5972396222640993,0.54,1,Mid-Market Moderates
0.5813111267857707,0.2,5,Budget-Conscious
0.7686104414288271,0.38,3,Affluent Moderates
0.5320359628159642,0.67,1,Mid-Market Moderates
0.3296082621832461,0.1,5,Budget-Conscious
0.505479697221725,0.37,1,Mid-Market Moderates
0.9808394832977144,0.37,3,Affluent Moderates
0.8605019634265741,0.52,3,Affluent Moderates
0.4727962773853263,0.59,1,Mid-Market Moderates
0.3652499815764262,0.33,0,Budget Moderates
0.7092970617031804,0.76,6,Premium Customers
0.7891343025887753,0.94,6,Premium Customers
0.547959194416078,0.48,1,Mid-Market Moderates
0.4219524777074757,0.1,5,Budget-Conscious
0.653378883426153,0.91,4,Active Spenders
0.8960489330118858,0.31,2,High-Income Savers
0.2805962921241854,0.98,7,High-Engagement Budget
0.5470906545106172,0.31,1,Mid-Market Moderates
0.449540463431838,0.1,5,Budget-Conscious
0.2832598145009317,0.32,0,Budget Moderates
0.3198911429985155,0.5,0,Budget Moderates
0.2968722035646983,0.75,7,High-Engagement Budget
0.9007443123795889,0.91,6,Premium Customers
0.4200890648193963,0.73,7,High-Engagement Budget
0.7905660774632318,0.35,3,Affluent Moderates
0.6814353543116426,0.14,2,High-Income Savers
0.6148894059187047,0.72,4,Active Spenders
0.5039321170265405,0.39,1,Mid-Market Moderates
0.4034973206859886,0.48,1,Mid-Market Moderates
0.4542147872866813,0.96,4,Active Spenders
0.9272163559223894,0.19,2,High-Income Savers
0.7493183277711687,0.97,6,Premium Customers
0.98262393801257,0.51,3,Affluent Moderates
0.6923105267036541,0.62,3,Affluent Moderates
0.2643677555876067,0.15,5,Budget-Conscious
0.3911482623938012,0.23,5,Budget-Conscious
0.82053860001895,0.22,2,High-Income Savers
0.8859264952046069,0.16,2,High-Income Savers
0.961963216019034,0.58,3,Affluent Moderates
0.2756903576278859,0.73,7,High-Engagement Budget
0.453504163727668,0.17,5,Budget-Conscious
0.8612336424984471,0.51,3,Affluent Moderates
0.3408676976849463,0.17,5,Budget-Conscious
0.9751702864602524,0.58,3,Affluent Moderates
0.4141040352890395,0.75,7,High-Engagement Budget
0.8660132439175887,0.47,3,Affluent Moderates
0.4849874193310663,0.49,1,Mid-Market Moderates
0.543205912388011,0.68,4,Active Spenders
0.8509743438575805,0.36,3,Affluent Moderates
0.3002463495004579,0.34,0,Budget Moderates
0.2882183877793803,0.04,5,Budget-Conscious
0.7186825565603714,0.76,6,Premium Customers
0.6360765157337319,0.79,4,Active Spenders
0.6733921483992547,0.48,1,Mid-Market Moderates
0.8644024971838251,0.77,6,Premium Customers
0.7658837525135018,0.66,3,Affluent Moderates
0.6801720235400633,0.6900000000000001,4,Active Spenders
0.8023676924210681,0.76,6,Premium Customers
0.4698116584374703,0.31,5,Budget-Conscious
0.7761430511543684,0.23,2,High-Income Savers
0.3919852190299725,0.33,5,Budget-Conscious
0.6706707233621443,0.37,1,Mid-Market Moderates
0.4805394422394643,0.44,1,Mid-Market Moderates
0.4885510648825628,0.97,4,Active Spenders
0.895733100318991,0.18,2,High-Income Savers
0.7939139040079168,0.75,6,Premium Customers
0.5044848242391063,0.3,5,Budget-Conscious
0.316753871582427,0.6,0,Budget Moderates
